correct_preds,total_preds,total_correct,new_F,best_F
21679.0,23195.0,23451.0,0.9295116408695279,0.9295116408695279
22389.0,23283.0,23451.0,0.9581461034792657,0.9581461034792657
22548.0,23322.0,23451.0,0.9641459816560836,0.9641459816560836
22431.0,23127.0,23451.0,0.9631585727167332,0.9641459816560836
22804.0,23350.0,23451.0,0.9745090916860752,0.9745090916860752
22916.0,23385.0,23451.0,0.9785634981638056,0.9785634981638056
22957.0,23387.0,23451.0,0.9802724283701268,0.9802724283701268
22997.0,23370.0,23451.0,0.9823369855406762,0.9823369855406762
23074.0,23370.0,23451.0,0.9856261079430172,0.9856261079430172
23131.0,23387.0,23451.0,0.9877022930099492,0.9877022930099492
23149.0,23424.0,23451.0,0.9876906666666668,0.9877022930099492
23193.0,23423.0,23451.0,0.9895891112343732,0.9895891112343732
23186.0,23415.0,23451.0,0.9894593095207612,0.9895891112343732
23223.0,23418.0,23451.0,0.990974844780132,0.990974844780132
23249.0,23446.0,23451.0,0.9914919930912424,0.9914919930912424
23240.0,23433.0,23451.0,0.9913829877996758,0.9914919930912424
23246.0,23420.0,23451.0,0.9919139766593416,0.9919139766593416
23284.0,23438.0,23451.0,0.993154044658662,0.993154044658662
23255.0,23413.0,23451.0,0.9924462273813588,0.993154044658662
23329.0,23435.0,23451.0,0.9951371411508766,0.9951371411508766
23336.0,23432.0,23451.0,0.9954994347631336,0.9954994347631336
23347.0,23436.0,23451.0,0.9958837204342356,0.9958837204342356
23354.0,23442.0,23451.0,0.9960548482715972,0.9960548482715972
23341.0,23420.0,23451.0,0.9959676559066374,0.9960548482715972
23368.0,23426.0,23451.0,0.9969921283358576,0.9969921283358576
23367.0,23455.0,23451.0,0.9963330917153456,0.9969921283358576
23373.0,23435.0,23451.0,0.997014034040012,0.997014034040012
23389.0,23432.0,23451.0,0.9977603822280998,0.9977603822280998
23398.0,23438.0,23451.0,0.9980165923777432,0.9980165923777432
23400.0,23443.0,23451.0,0.997995479165778,0.9980165923777432
23400.0,23435.0,23451.0,0.9981657637674358,0.9981657637674358
23406.0,23444.0,23451.0,0.9982300884955752,0.9982300884955752
23414.0,23444.0,23451.0,0.9985712762554644,0.9985712762554644
23423.0,23443.0,23451.0,0.9989764148931632,0.9989764148931632
23418.0,23434.0,23451.0,0.9989548896235472,0.9989764148931632
23422.0,23444.0,23451.0,0.9989124640153536,0.9989764148931632
23425.0,23444.0,23451.0,0.9990404094253118,0.9990404094253118
23424.0,23439.0,23451.0,0.9991042866282792,0.9991042866282792
23425.0,23447.0,23451.0,0.9989765021962558,0.9991042866282792
23429.0,23441.0,23451.0,0.9992749296255226,0.9992749296255226
23426.0,23439.0,23451.0,0.9991895926636808,0.9992749296255226
23427.0,23452.0,23451.0,0.9989552907063514,0.9992749296255226
23431.0,23454.0,23451.0,0.9990832533845004,0.9992749296255226
23430.0,23441.0,23451.0,0.9993175808240212,0.9993175808240212
23430.0,23440.0,23451.0,0.9993388923247528,0.9993388923247528
23433.0,23441.0,23451.0,0.9994455344195172,0.9994455344195172
23439.0,23450.0,23451.0,0.9995096053389054,0.9995096053389054
23437.0,23448.0,23451.0,0.9994669395935948,0.9995096053389054
23433.0,23441.0,23451.0,0.9994455344195172,0.9995096053389054
