correct_preds,total_preds,total_correct,new_F,best_F
4564.0,5460.0,5634.0,0.8227870921218677,0.8227870921218677
4680.0,5487.0,5634.0,0.8416509306717022,0.8416509306717022
4605.0,5295.0,5634.0,0.8427120505078232,0.8427120505078232
4749.0,5495.0,5634.0,0.8534459520172523,0.8534459520172523
4577.0,5321.0,5634.0,0.8356001825650387,0.8534459520172523
4750.0,5584.0,5634.0,0.8468532715279016,0.8534459520172523
4722.0,5455.0,5634.0,0.8516547930381461,0.8534459520172523
4767.0,5452.0,5634.0,0.860003608154429,0.860003608154429
4720.0,5395.0,5634.0,0.8559252878774141,0.860003608154429
4701.0,5343.0,5634.0,0.8565181743645804,0.860003608154429
4656.0,5415.0,5634.0,0.8427912028237851,0.860003608154429
4736.0,5334.0,5634.0,0.8636032093362508,0.8636032093362508
4729.0,5412.0,5634.0,0.8562375520550425,0.8636032093362508
4674.0,5280.0,5634.0,0.8565145684442002,0.8636032093362508
4822.0,5471.0,5634.0,0.8684376407023864,0.8684376407023864
4767.0,5394.0,5634.0,0.8645266594124048,0.8684376407023864
4738.0,5419.0,5634.0,0.8573238034922646,0.8684376407023864
4728.0,5400.0,5634.0,0.8569874932028276,0.8684376407023864
4744.0,5407.0,5634.0,0.859342450864958,0.8684376407023864
4771.0,5428.0,5634.0,0.8625926595552341,0.8684376407023864
4708.0,5426.0,5634.0,0.8513562386980108,0.8684376407023864
4754.0,5388.0,5634.0,0.8626383596443477,0.8684376407023864
4723.0,5417.0,5634.0,0.8547642747262691,0.8684376407023864
4824.0,5512.0,5634.0,0.8656020096895747,0.8684376407023864
4823.0,5469.0,5634.0,0.868774205169774,0.868774205169774
4798.0,5466.0,5634.0,0.8645045045045043,0.868774205169774
4801.0,5410.0,5634.0,0.8694313654473017,0.8694313654473017
4766.0,5434.0,5634.0,0.8612215395735453,0.8694313654473017
4733.0,5345.0,5634.0,0.8621914564167956,0.8694313654473017
4759.0,5330.0,5634.0,0.8681138270704122,0.8694313654473017
4859.0,5530.0,5634.0,0.8704765317090649,0.8704765317090649
4823.0,5509.0,5634.0,0.8656555685183522,0.8704765317090649
4815.0,5484.0,5634.0,0.8661629789530491,0.8704765317090649
4759.0,5464.0,5634.0,0.8576320057668048,0.8704765317090649
4793.0,5477.0,5634.0,0.8627486274862748,0.8704765317090649
4799.0,5472.0,5634.0,0.8642175400684314,0.8704765317090649
4824.0,5477.0,5634.0,0.8683286832868329,0.8704765317090649
4818.0,5453.0,5634.0,0.8691260034274376,0.8704765317090649
4774.0,5464.0,5634.0,0.8603351955307261,0.8704765317090649
4810.0,5467.0,5634.0,0.8665885956220162,0.8704765317090649
4824.0,5463.0,5634.0,0.8694241686942418,0.8704765317090649
4751.0,5380.0,5634.0,0.8627201743235882,0.8704765317090649
4843.0,5446.0,5634.0,0.874187725631769,0.874187725631769
4859.0,5523.0,5634.0,0.8710226763466881,0.874187725631769
4779.0,5410.0,5634.0,0.8654473017022818,0.874187725631769
4800.0,5435.0,5634.0,0.8672870177974523,0.874187725631769
4754.0,5359.0,5634.0,0.8649140362048576,0.874187725631769
4778.0,5397.0,5634.0,0.8662859214939715,0.874187725631769
4764.0,5355.0,5634.0,0.867048867048867,0.874187725631769
