correct_preds,total_preds,total_correct,new_F,best_F
4554.0,5320.0,5634.0,0.8314770859959832,0.8314770859959832
4725.0,5469.0,5634.0,0.8511213185625506,0.8511213185625506
4776.0,5558.0,5634.0,0.8534667619728378,0.8534667619728378
4506.0,5323.0,5634.0,0.8224879072738889,0.8534667619728378
4626.0,5400.0,5634.0,0.8384991843393148,0.8534667619728378
4658.0,5393.0,5634.0,0.8448354040083431,0.8534667619728378
4777.0,5565.0,5634.0,0.8531118849897312,0.8534667619728378
4768.0,5478.0,5634.0,0.8581713462922966,0.8581713462922966
4730.0,5386.0,5634.0,0.8584392014519057,0.8584392014519057
4720.0,5453.0,5634.0,0.8514476413817986,0.8584392014519057
4683.0,5344.0,5634.0,0.8531608671889234,0.8584392014519057
4732.0,5460.0,5634.0,0.8530737335496665,0.8584392014519057
4775.0,5448.0,5634.0,0.8617578054502797,0.8617578054502797
4650.0,5277.0,5634.0,0.8523508386032445,0.8617578054502797
4812.0,5420.0,5634.0,0.8706350642301428,0.8706350642301428
4743.0,5417.0,5634.0,0.8583838566645552,0.8706350642301428
4777.0,5438.0,5634.0,0.8628973988439306,0.8706350642301428
4751.0,5405.0,5634.0,0.8607663737657396,0.8706350642301428
4746.0,5383.0,5634.0,0.8615775619497142,0.8706350642301428
4800.0,5425.0,5634.0,0.8680712541821142,0.8706350642301428
4682.0,5287.0,5634.0,0.8574306382199434,0.8706350642301428
4780.0,5401.0,5634.0,0.8663343905754418,0.8706350642301428
4804.0,5436.0,5634.0,0.8679313459801264,0.8706350642301428
4767.0,5366.0,5634.0,0.8667272727272727,0.8706350642301428
4792.0,5367.0,5634.0,0.8711935278611034,0.8711935278611034
4738.0,5322.0,5634.0,0.8649142022635999,0.8711935278611034
4728.0,5350.0,5634.0,0.8608885651857247,0.8711935278611034
4716.0,5274.0,5634.0,0.8646864686468647,0.8711935278611034
4707.0,5326.0,5634.0,0.8589416058394161,0.8711935278611034
4792.0,5412.0,5634.0,0.8676443961615063,0.8711935278611034
4710.0,5329.0,5634.0,0.8592538538721154,0.8711935278611034
4733.0,5292.0,5634.0,0.8663737872963574,0.8711935278611034
4760.0,5432.0,5634.0,0.8602927887222122,0.8711935278611034
4731.0,5316.0,5634.0,0.8641095890410958,0.8711935278611034
4731.0,5305.0,5634.0,0.8649785172319225,0.8711935278611034
4798.0,5430.0,5634.0,0.8673174258857556,0.8711935278611034
4797.0,5382.0,5634.0,0.8709150326797386,0.8711935278611034
4786.0,5424.0,5634.0,0.8656176523783685,0.8711935278611034
4750.0,5313.0,5634.0,0.8678176669407144,0.8711935278611034
4754.0,5286.0,5634.0,0.8706959706959706,0.8711935278611034
4812.0,5445.0,5634.0,0.8686704576225291,0.8711935278611034
4784.0,5363.0,5634.0,0.8700554696735473,0.8711935278611034
4777.0,5364.0,5634.0,0.8687034006182942,0.8711935278611034
4799.0,5364.0,5634.0,0.8727041280232769,0.8727041280232769
4796.0,5399.0,5634.0,0.8693918245264207,0.8727041280232769
4834.0,5430.0,5634.0,0.8738250180766449,0.8738250180766449
4826.0,5433.0,5634.0,0.8721424053492365,0.8738250180766449
4777.0,5350.0,5634.0,0.8698106336489441,0.8738250180766449
4780.0,5386.0,5634.0,0.867513611615245,0.8738250180766449
